order_experience,inernational_oil_pr,Exchange_rate,shipowner,ship_kinds,ship_fee,chinese_bid_yn,ship size,domestic_competitor_bidding_yn,order_backlog,bid_pr,order_yn
no,36.38,1069.0,L,D,6343.0,no,15875.54,no,233.19,10.82,no
yes,30.76,1144.0,C,B,5692.0,no,11922.47,yes,134.72,10.82,no
no,36.71,1180.0,H,B,8058.0,no,14461.68,no,182.17,10.83,no
no,22.52,1109.0,M,H,6318.0,no,15569.2,yes,228.58,10.82,no
no,20.16,1486.0,H,B,6601.0,yes,28423.41,yes,108.55,10.83,no
yes,17.36,1233.0,K,B,9035.0,no,15683.55,no,134.38,10.96,no
yes,26.93,1140.0,G,A,4895.0,no,12212.68,yes,163.21,10.82,no
yes,33.08,1147.0,F,B,7859.0,no,15075.09,yes,229.51,10.91,no
yes,31.53,1124.0,G,D,7646.0,no,14767.39,no,146.56,10.82,no
yes,15.16,1079.0,D,B,4759.0,no,12815.58,no,165.32,10.82,no
yes,40.1,1191.0,K,E,8311.0,no,14182.73,yes,202.89,11.04,no
yes,36.38,1119.0,J,B,6747.0,no,13311.48,no,108.16,10.82,no
yes,21.5,1070.0,D,B,6582.0,yes,15569.32,no,186.83,10.82,no
yes,34.35,1367.0,H,B,6815.0,no,14199.19,yes,295.37,10.82,no
no,21.42,1441.0,I,A,9406.0,no,13944.06,yes,176.86,10.87,no
yes,22.75,1241.0,B,B,7384.0,yes,15456.13,no,171.75,10.82,no
yes,22.59,1211.0,D,A,9673.0,yes,18153.88,yes,272.78,10.85,no
yes,15.3,1163.0,E,I,7255.0,no,14457.4,no,149.9,10.82,no
no,21.12,1412.0,I,A,6509.0,no,14789.28,yes,167.83,10.87,no
yes,29.77,1164.0,D,A,9355.0,yes,18437.66,yes,282.65,10.85,no
yes,38.78,1125.0,D,B,8676.0,no,17185.25,no,164.54,10.83,no
yes,26.98,1140.0,D,A,8444.0,yes,18673.3,yes,248.76,10.96,no
yes,19.6,1155.0,F,B,6231.0,yes,14213.89,no,201.32,11.32,no
yes,21.71,1416.0,E,A,7121.0,no,14139.65,no,216.54,10.82,no
no,42.31,1127.0,G,E,10855.0,yes,21261.17,yes,200.78,10.82,no
no,26.81,1078.0,K,E,6967.0,no,16168.24,yes,178.19,10.82,no
no,48.25,1199.0,L,D,5907.0,no,13064.31,no,167.87,10.82,no
yes,28.86,1122.0,K,E,9049.0,no,17550.24,yes,295.96,10.82,no
no,37.37,1193.0,D,B,8982.0,no,11851.4,yes,108.74,10.83,no
yes,45.95,1036.0,J,B,5703.0,no,13969.85,no,250.18,10.82,no
yes,21.28,1350.0,D,B,6056.0,no,13886.74,no,164.88,10.83,no
yes,15.72,1113.0,H,B,6685.0,no,12080.14,no,131.48,10.82,no
yes,18.22,1051.0,G,B,5755.0,no,14567.81,no,157.32,10.83,no
no,12.16,1315.0,B,A,6543.0,no,14877.8,no,212.86,10.82,no
yes,20.31,1129.0,K,B,6804.0,no,14786.9,yes,164.19,10.83,no
yes,22.06,1159.0,A,B,7503.0,no,15089.31,yes,148.08,10.85,no
yes,94.21,1520.0,L,D,5370.0,yes,18045.63,no,108.06,11.2,no
yes,33.64,1232.0,D,B,8349.0,no,15434.38,no,204.12,10.83,no
no,28.08,1079.0,E,I,9646.0,no,18028.2,no,195.72,10.82,no
yes,38.21,1228.0,K,E,8991.0,no,13773.32,no,108.25,11.05,no
yes,29.24,1187.0,K,E,7028.0,no,12849.97,yes,355.38,16.25,no
no,35.31,1148.0,L,D,7724.0,no,15036.85,no,227.15,10.82,no
no,25.08,1163.0,F,B,9074.0,no,14893.9,yes,180.3,10.82,no
yes,41.51,1210.0,D,B,7328.0,no,15870.9,no,155.6,10.82,no
no,31.19,1567.0,B,A,8230.0,no,14627.26,no,223.47,10.83,no
no,32.36,1248.0,C,B,10630.0,no,13271.13,no,221.45,10.82,no
yes,44.06,1304.0,B,A,19117.0,yes,27514.55,yes,223.96,10.83,no
yes,25.69,1369.0,A,B,8303.0,no,12950.84,no,108.3,10.83,no
no,18.33,1046.0,D,B,7649.0,no,16024.49,no,162.87,10.84,no
yes,52.93,1155.0,C,B,9414.0,no,18101.13,yes,109.09,11.17,no
yes,46.68,1809.0,B,A,9567.0,yes,14239.25,no,445.55,10.93,no
yes,34.34,1522.0,C,B,8048.0,no,14633.17,no,108.16,11.18,no
yes,42.77,1089.0,J,B,6697.0,no,13399.44,no,120.24,10.82,no
yes,28.13,1580.0,D,B,8068.0,yes,16872.84,yes,166.75,11.02,no
no,29.04,1126.0,D,B,4604.0,yes,14308.11,yes,124.8,11.0,no
no,46.13,1172.0,D,B,10189.0,no,14957.99,no,299.39,10.82,no
yes,27.8,1120.0,J,B,5406.0,no,12767.61,yes,157.91,10.83,no
yes,16.73,1077.0,D,B,9113.0,no,12637.47,no,153.09,10.82,no
no,22.95,1097.0,L,D,7715.0,yes,17454.24,no,176.37,10.99,no
no,19.7,1254.0,K,A,5197.0,no,16841.9,no,134.53,11.35,no
no,32.77,1169.0,L,D,11870.0,yes,16894.03,yes,194.05,10.82,no
yes,23.31,1382.0,D,A,7791.0,no,15707.26,no,233.39,10.84,no
yes,35.69,1206.0,L,D,5568.0,yes,18816.23,no,114.15,10.83,no
no,19.39,1104.0,B,B,9100.0,yes,18610.97,yes,207.7,10.84,no
no,29.78,1087.0,L,D,6041.0,no,14316.26,yes,192.68,10.89,no
yes,35.74,1212.0,D,B,6716.0,no,12476.99,no,167.43,10.82,no
yes,16.09,1053.0,D,B,7499.0,no,18400.46,no,107.62,10.87,no
no,39.91,1250.0,L,D,6968.0,no,14502.14,no,169.5,10.82,no
yes,36.48,1098.0,A,B,6378.0,no,14220.49,no,182.07,10.82,no
yes,23.0,1078.0,G,B,5877.0,no,14186.31,no,160.61,10.83,no
yes,27.89,1138.0,C,A,8373.0,no,12598.69,no,181.77,11.44,no
no,24.17,1163.0,K,E,10666.0,no,12547.77,no,195.82,11.4,no
yes,23.5,1202.0,D,B,5596.0,no,16126.73,yes,171.12,10.82,no
yes,38.15,1329.0,E,E,8755.0,no,15157.53,yes,290.55,10.82,no
yes,23.17,1028.0,G,B,7252.0,no,13052.42,no,191.94,10.92,no
no,32.92,1086.0,I,B,8172.0,no,12421.53,no,208.78,10.84,no
yes,24.07,1137.0,K,A,6080.0,no,15564.85,yes,209.52,10.83,no
yes,27.03,1098.0,B,A,4079.0,no,14914.17,yes,183.34,11.06,no
yes,29.44,1182.0,H,B,6728.0,no,15179.67,yes,150.78,10.82,no
yes,47.36,1131.0,J,B,6279.0,no,13777.17,no,108.3,10.82,no
yes,21.57,1445.0,G,A,9641.0,no,17237.82,yes,169.4,10.82,no
yes,28.5,1183.0,H,B,8687.0,no,14636.66,no,171.9,10.83,no
no,44.1,1227.0,A,B,21032.0,no,12484.96,yes,516.17,10.83,no
yes,26.27,1060.0,A,B,5475.0,no,13690.09,no,152.94,10.82,no
yes,21.14,1398.0,H,B,4477.0,no,14400.32,no,108.7,10.83,no
yes,21.52,1111.0,C,B,6780.0,no,14203.02,yes,231.77,10.82,no
yes,19.35,1406.0,E,A,6638.0,no,13916.0,no,204.27,10.83,no
yes,34.37,1207.0,K,E,8302.0,no,13305.11,no,179.27,10.82,no
no,19.22,1113.0,D,B,8253.0,no,14367.01,no,108.16,10.82,no
no,28.71,1104.0,I,B,7365.0,no,12977.07,no,250.82,10.84,no
yes,21.81,1119.0,D,A,7451.0,no,14990.2,no,201.96,11.03,no
yes,31.94,1079.0,D,B,7896.0,no,15050.34,no,177.06,11.03,no
yes,53.69,1133.0,J,B,21870.0,no,12089.38,no,260.01,10.83,no
no,33.96,1215.0,L,D,5270.0,no,14457.84,yes,179.56,10.9,no
yes,25.2,1405.0,A,B,7782.0,no,15237.14,no,108.3,10.83,no
yes,19.97,1345.0,D,B,7277.0,no,15618.75,no,108.5,10.82,no
yes,38.1,1122.0,K,E,4745.0,no,13427.79,yes,280.04,15.83,no
yes,16.38,1157.0,K,B,7109.0,no,16479.45,yes,164.49,10.83,no
no,15.2,1355.0,F,B,7074.0,yes,18206.35,no,157.36,10.82,no
yes,24.78,1043.0,J,B,8668.0,no,15124.12,yes,230.05,10.82,no
no,27.37,1384.0,H,B,14708.0,no,15371.43,no,161.49,10.82,no
yes,36.83,1166.0,D,B,9095.0,yes,18008.91,yes,167.24,10.87,no
no,18.99,1163.0,D,B,8944.0,yes,23768.01,yes,171.61,10.83,no
yes,60.27,1206.0,K,E,8980.0,no,14828.25,yes,163.26,10.82,no
yes,38.15,1338.0,D,B,8755.0,no,15402.43,yes,135.61,10.83,no
no,27.98,1125.0,L,D,7644.0,no,12187.64,no,149.46,10.91,no
yes,32.98,1314.0,E,E,9514.0,no,12014.1,yes,270.32,10.82,no
no,13.46,1137.0,L,D,8691.0,yes,16170.54,no,171.07,10.99,no
yes,33.81,1331.0,K,E,13151.0,no,15805.01,no,192.58,11.67,no
no,25.08,1106.0,J,B,9597.0,yes,15899.33,yes,216.15,10.83,no
no,25.59,1349.0,L,D,6351.0,no,14272.9,no,108.94,10.82,no
yes,37.54,1144.0,J,B,8552.0,no,16540.86,no,120.48,10.82,no
yes,43.64,1094.0,F,B,6263.0,no,15422.19,no,162.57,10.82,no
no,18.5,1056.0,L,D,8021.0,yes,19085.87,no,171.02,10.95,no
no,24.68,1111.0,K,B,5845.0,no,14834.2,no,170.33,10.82,no
no,51.66,1042.0,L,D,4691.0,no,14194.7,no,108.65,10.82,no
yes,20.11,1330.0,D,A,9981.0,no,13504.78,no,249.69,10.84,no
yes,36.3,1230.0,A,A,9856.0,no,16495.75,yes,251.76,10.82,no
yes,14.14,1236.0,E,B,9351.0,no,14583.69,no,312.65,10.82,no
yes,26.88,1042.0,D,B,8953.0,no,17921.02,yes,170.38,10.82,no
no,28.15,1552.0,B,A,9365.0,no,13866.45,no,223.62,10.82,no
yes,37.97,1115.0,G,B,6865.0,no,15660.98,no,232.26,10.82,no
no,49.93,1099.0,L,D,5774.0,no,16211.8,no,108.55,10.82,no
yes,27.09,1083.0,D,A,3008.0,yes,18558.19,yes,231.67,10.96,no
yes,20.28,1116.0,H,B,7360.0,yes,17119.06,no,141.8,10.85,no
no,13.04,1045.0,H,B,6901.0,no,14453.79,no,186.83,10.82,no
yes,57.88,1139.0,D,A,17105.0,no,13898.91,yes,186.05,10.94,no
yes,42.9,1140.0,G,B,6110.0,no,17573.88,yes,230.15,10.83,no
no,41.17,1164.0,H,B,5130.0,no,11995.76,no,108.65,11.27,no
yes,13.17,1360.0,D,A,7825.0,no,15733.29,no,264.23,10.84,no
no,48.84,1259.0,D,B,5023.0,no,15604.81,no,168.51,10.82,no
yes,23.31,1475.0,G,B,8316.0,yes,17815.31,yes,158.54,10.83,no
yes,40.18,1168.0,F,B,8943.0,no,12214.38,yes,191.01,10.82,no
yes,36.78,1506.0,L,D,9320.0,yes,18066.8,no,174.95,10.83,no
yes,35.82,1184.0,H,B,8821.0,no,15404.52,yes,213.3,10.82,no
yes,37.49,1125.0,A,E,9188.0,no,18650.08,no,242.97,10.82,no
no,47.92,1192.0,M,H,6605.0,no,15758.62,yes,148.03,10.87,no
yes,72.96,1084.0,D,B,7302.0,yes,20117.08,yes,177.3,10.82,no
no,24.01,1295.0,B,B,7922.0,yes,29553.47,no,139.44,11.95,no
yes,21.24,1125.0,D,B,8277.0,no,15209.23,no,108.5,10.89,no
yes,25.84,1077.0,H,B,7493.0,no,15994.86,yes,156.04,10.91,no
yes,25.44,1209.0,L,D,4859.0,no,13806.63,yes,176.17,10.82,no
yes,43.03,1222.0,A,B,7752.0,no,13856.12,yes,156.04,10.83,no
no,31.96,1145.0,F,B,7842.0,no,17953.97,yes,176.17,10.82,no
yes,32.34,1197.0,G,B,6235.0,no,15458.48,yes,185.26,10.82,no
yes,36.8,1118.0,C,A,7120.0,no,13706.14,yes,212.42,10.82,no
yes,30.13,1086.0,H,B,6768.0,no,16159.06,yes,196.26,10.82,no
no,28.26,1483.0,B,B,10261.0,no,16505.98,yes,220.42,10.82,no
no,23.58,1142.0,F,B,8350.0,no,14053.96,yes,173.28,10.82,no
yes,32.27,1308.0,K,E,6369.0,no,15514.22,yes,296.84,10.82,no
yes,48.02,1176.0,G,B,5401.0,no,14114.47,yes,212.07,10.82,no
yes,20.03,1026.0,D,A,5721.0,no,12225.85,no,235.84,11.1,no
yes,34.27,1128.0,F,B,7791.0,no,15257.53,no,167.68,10.82,no
yes,31.33,1142.0,D,E,7403.0,no,13748.72,yes,166.6,11.32,no
yes,39.8,1207.0,K,B,7525.0,no,15559.17,yes,186.98,10.82,no
yes,31.37,1114.0,G,B,6297.0,no,15361.46,no,199.99,10.82,no
yes,31.27,1288.0,H,B,7847.0,no,15206.7,yes,221.7,10.82,no
no,26.02,1225.0,L,D,6221.0,no,14117.98,no,108.65,10.82,no
yes,18.98,1230.0,M,B,7847.0,no,16410.79,no,169.45,11.1,no
yes,32.52,1142.0,A,A,8000.0,no,15547.94,yes,258.78,10.82,no
yes,39.98,1108.0,G,B,6210.0,no,16470.78,no,203.58,10.82,no
no,18.88,1114.0,M,H,6445.0,yes,16482.66,no,191.79,10.89,no
yes,45.06,1219.0,L,D,5560.0,yes,18992.63,no,116.55,10.82,no
no,22.79,1406.0,G,A,10286.0,no,14463.97,yes,116.7,10.84,no
no,24.27,1462.0,D,B,10193.0,no,15827.07,yes,178.43,10.82,no
yes,81.66,1226.0,D,B,9430.0,no,15890.74,yes,237.76,10.82,no
no,13.32,1092.0,H,B,7800.0,yes,14198.49,yes,230.84,10.82,no
yes,17.37,1090.0,C,B,7043.0,no,13882.36,yes,202.89,10.82,no
yes,40.74,1115.0,K,B,8135.0,no,13630.25,yes,199.4,10.82,no
no,59.88,1081.0,K,E,8781.0,no,15185.21,yes,194.98,13.02,no
yes,44.37,1139.0,C,B,7363.0,no,15604.21,no,183.39,10.82,no
no,30.99,1192.0,D,B,6074.0,yes,14734.15,yes,122.3,11.02,no
no,29.65,1169.0,L,D,8047.0,yes,15381.23,yes,188.35,10.83,no
yes,45.24,1132.0,F,B,8376.0,no,17433.11,no,108.45,11.02,no
yes,33.4,1173.0,L,D,6911.0,yes,19474.86,no,173.57,11.01,no
yes,22.23,1181.0,D,A,8293.0,yes,14970.06,yes,277.05,10.85,no
no,20.84,1129.0,K,E,7695.0,no,11984.35,no,188.01,11.38,no
no,26.1,1496.0,G,A,7419.0,no,12765.9,no,252.69,10.83,no
yes,17.61,1430.0,K,B,5595.0,no,12751.6,yes,146.71,10.92,no
yes,33.92,1274.0,H,B,5789.0,no,13470.86,yes,296.89,10.82,no
no,23.79,1136.0,D,B,6821.0,no,14054.33,no,151.82,10.82,no
yes,41.68,1314.0,G,B,7006.0,no,14252.28,no,167.33,10.82,no
no,28.68,1058.0,I,B,5249.0,no,17521.19,no,212.71,10.84,no
yes,32.69,1163.0,F,B,5009.0,no,13490.98,no,171.75,10.82,no
yes,36.53,1599.0,D,B,7171.0,no,14050.02,no,145.48,10.82,no
no,31.25,1084.0,B,B,8140.0,no,15770.92,yes,280.73,10.82,no
no,17.57,1082.0,F,B,5829.0,no,13914.79,no,196.6,10.83,no
yes,24.85,1135.0,G,B,8273.0,yes,15019.72,no,182.76,10.85,no
no,42.75,1173.0,K,A,7523.0,no,14914.3,no,225.33,11.13,no
yes,41.15,1245.0,B,B,9281.0,no,15147.83,no,276.16,10.88,no
yes,61.05,1191.0,L,D,9147.0,no,12631.89,no,157.91,10.82,no
yes,31.81,1470.0,H,B,4874.0,no,14265.94,yes,160.21,11.4,no
yes,54.78,1120.0,J,B,19579.0,no,17038.21,no,266.1,10.82,no
no,28.63,1381.0,G,A,8782.0,no,16665.79,yes,115.67,10.84,no
yes,14.45,1330.0,D,B,8278.0,no,15039.11,no,139.68,10.83,no
yes,49.8,1129.0,F,B,6073.0,no,16055.09,no,108.79,11.08,no
yes,27.18,1150.0,F,E,6635.0,no,15117.28,yes,172.34,10.82,no
yes,35.23,1152.0,D,B,7432.0,no,17262.34,yes,233.98,10.82,no
yes,31.1,1279.0,J,B,8309.0,yes,16957.03,yes,272.28,10.91,no
yes,43.33,1196.0,K,E,,no,14988.67,yes,348.85,10.82,no
no,14.72,1148.0,D,B,,yes,22608.0,yes,161.34,10.83,no
no,19.01,1114.0,B,B,,no,15167.28,yes,270.52,10.82,no
yes,30.89,1091.0,K,E,,no,13017.08,yes,277.93,10.82,no
yes,22.13,1090.0,N,F,,no,15022.15,yes,154.22,10.82,no
yes,31.96,1498.0,F,B,,no,13019.16,yes,213.35,10.82,no
yes,39.68,1159.0,D,A,,no,15080.01,yes,108.55,10.82,no
yes,54.05,1202.0,K,A,,no,14115.91,yes,190.51,10.82,no
no,26.88,1100.0,B,B,,no,16833.19,yes,153.78,11.73,no
yes,20.76,1142.0,D,B,,no,14931.49,yes,164.34,10.82,no
yes,26.96,1099.0,E,B,,no,14825.32,no,148.52,10.83,no
yes,30.23,1189.0,H,B,,no,15694.16,yes,336.23,10.82,no
no,13.58,1109.0,H,B,,no,15640.53,no,185.11,10.82,no
yes,27.36,1124.0,K,E,9288.0,no,17092.78,yes,210.01,11.06,no
yes,29.9,1120.0,G,B,5717.0,no,16265.73,no,206.08,10.82,no
yes,16.2,1401.0,J,B,6416.0,no,13478.74,no,169.25,10.82,no
yes,25.62,1306.0,D,B,7114.0,no,13350.92,no,108.79,10.82,no
yes,24.54,1401.0,H,B,9791.0,no,16074.41,yes,109.24,10.82,no
yes,28.74,1056.0,G,D,7114.0,no,16800.98,no,145.73,10.82,no
no,19.39,1256.0,L,D,6895.0,no,12073.77,no,108.79,10.82,no
yes,17.95,1061.0,B,B,7317.0,no,13034.37,no,167.53,10.82,no
yes,33.78,1181.0,G,D,5270.0,no,15410.37,no,158.49,10.82,no
yes,32.49,1457.0,G,A,9715.0,no,19382.12,yes,109.19,10.84,no
yes,44.34,1161.0,G,B,6337.0,no,13709.87,yes,222.39,10.83,no
yes,35.84,1186.0,A,A,10134.0,no,15137.0,yes,249.15,10.82,no
yes,24.02,1066.0,G,B,5253.0,yes,28524.22,no,108.2,10.82,no
yes,34.12,1328.0,B,A,23510.0,yes,26596.88,yes,252.25,10.83,no
yes,28.74,1149.0,G,B,6262.0,no,14319.44,yes,195.72,10.82,no
yes,20.39,1236.0,D,B,9956.0,yes,16234.16,no,108.6,10.85,no
no,23.84,1364.0,C,B,8094.0,no,16644.43,yes,186.39,11.99,no
no,26.94,1429.0,C,B,8005.0,no,11648.34,yes,193.22,12.1,no
no,46.07,1204.0,D,B,3450.0,no,12047.33,no,158.25,10.82,no
yes,23.55,1046.0,D,B,7372.0,no,15503.14,yes,243.41,10.82,no
no,17.54,1256.0,K,A,5977.0,no,12804.06,no,139.49,11.29,no
yes,22.42,1175.0,B,A,13394.0,yes,14530.78,yes,255.88,10.82,no
no,49.05,1076.0,L,D,12861.0,yes,17801.35,no,108.16,10.83,no
yes,24.44,1096.0,H,B,6933.0,no,14105.86,yes,180.4,10.83,no
yes,19.32,1122.0,H,B,5710.0,no,15257.84,no,221.01,11.8,no
yes,23.1,1415.0,E,A,9082.0,no,14205.38,no,222.54,10.83,no
yes,31.0,1178.0,K,A,11085.0,yes,18163.34,yes,138.01,10.82,no
yes,22.7,1526.0,D,B,8025.0,yes,18539.25,no,108.89,16.88,no
no,30.46,1377.0,H,B,10836.0,no,13748.17,no,163.7,10.82,no
no,20.01,1078.0,D,B,7957.0,yes,21586.03,yes,161.34,10.83,no
yes,28.3,1152.0,L,D,10708.0,no,14111.55,no,171.61,10.85,no
yes,20.06,1310.0,H,B,6946.0,no,15893.51,no,138.7,11.23,no
yes,50.59,1153.0,L,D,7267.0,no,13897.08,no,186.93,10.82,no
no,41.12,1214.0,D,B,10622.0,no,13640.37,no,293.11,10.82,no
no,18.65,1120.0,L,D,9265.0,yes,14608.45,no,178.04,10.96,no
yes,28.68,1452.0,G,A,8876.0,no,12886.89,yes,108.79,10.85,no
yes,14.72,1353.0,E,B,8639.0,no,14762.77,no,326.95,10.82,no
no,21.58,1123.0,L,D,7248.0,no,13851.65,no,241.54,10.82,no
yes,36.56,1237.0,I,A,5638.0,no,15565.64,no,156.97,10.82,no
no,18.43,1112.0,H,A,6800.0,no,15189.09,no,276.21,10.82,no
yes,28.53,1140.0,G,B,8694.0,no,11630.69,no,191.2,10.82,no
yes,29.17,1126.0,H,B,12864.0,no,13837.17,no,188.21,10.82,no
yes,26.45,1575.0,C,B,6563.0,no,15112.77,no,108.5,11.2,no
yes,12.03,1266.0,D,B,7303.0,no,15444.96,no,140.72,10.82,no
yes,24.19,1102.0,G,B,9513.0,no,12620.54,no,162.82,10.83,no
yes,33.15,1169.0,L,D,6071.0,no,14147.77,no,107.96,12.2,no
yes,33.54,1185.0,B,A,9886.0,yes,18800.44,yes,266.59,10.82,no
no,27.7,1138.0,L,D,6727.0,no,15338.11,yes,194.84,10.91,no
no,53.97,1213.0,D,B,8166.0,no,13285.77,no,172.54,10.82,no
yes,40.36,1132.0,G,B,6473.0,no,14846.62,yes,193.76,10.82,no
yes,20.84,1268.0,J,B,6102.0,yes,16400.31,no,145.58,10.83,no
no,32.79,1141.0,K,E,8943.0,no,14842.74,yes,172.05,10.82,no
no,21.95,1185.0,L,D,5075.0,no,13645.71,no,165.66,10.94,no
yes,26.68,1194.0,I,A,4049.0,no,14453.08,no,162.23,10.83,no
yes,38.08,1112.0,G,B,8814.0,no,13036.55,yes,192.09,10.82,no
yes,19.85,1103.0,D,B,6602.0,yes,18978.47,no,180.45,10.82,no
no,51.93,1087.0,K,G,7179.0,no,13040.45,no,108.45,10.99,no
no,26.61,1097.0,I,B,6009.0,no,10694.82,no,232.85,10.84,no
yes,21.52,1083.0,G,B,7411.0,no,14081.52,no,224.79,11.19,no
no,20.89,1248.0,D,B,5997.0,no,15946.05,no,108.35,11.19,no
no,21.68,1107.0,D,B,7159.0,yes,19931.83,yes,166.75,10.83,no
yes,26.22,1069.0,J,B,8809.0,no,15986.98,yes,166.4,10.83,no
yes,41.58,1149.0,G,B,6842.0,no,16906.8,yes,209.42,10.83,no
no,37.39,1293.0,C,B,9706.0,no,15423.12,no,228.23,10.82,no
yes,36.32,1157.0,K,B,8515.0,no,15506.9,yes,185.31,10.82,no
yes,32.59,1107.0,J,B,8411.0,no,14523.26,no,119.65,10.83,no
yes,17.29,1036.0,A,A,6534.0,no,15245.95,no,198.81,10.83,no
yes,17.51,1368.0,E,A,9098.0,no,14055.6,no,219.64,10.82,no
yes,18.45,1228.0,B,B,8720.0,yes,17553.37,no,109.09,10.88,no
no,28.03,1129.0,L,D,8447.0,no,15325.01,no,241.49,10.83,no
yes,29.57,1233.0,F,B,9402.0,yes,16917.82,yes,241.84,10.82,no
no,50.0,1174.0,K,A,7042.0,no,15427.35,no,224.16,11.07,no
yes,22.08,1114.0,A,B,6733.0,no,13409.02,no,170.43,10.82,no
no,19.39,1159.0,B,B,6234.0,no,14383.53,no,152.9,10.82,no
yes,44.88,1104.0,K,B,7429.0,no,15328.27,yes,215.41,10.82,no
yes,21.76,1209.0,B,B,7150.0,yes,17699.81,no,108.65,10.87,no
no,60.03,1100.0,L,D,6055.0,no,15626.48,yes,134.43,10.85,no
yes,23.36,1350.0,D,B,6352.0,no,16112.57,no,162.47,10.82,no
no,24.52,1515.0,D,B,7320.0,no,14136.48,yes,178.48,10.82,no
yes,31.2,1135.0,C,A,10314.0,no,14424.08,no,174.16,11.54,no
no,32.04,1151.0,D,B,4494.0,no,14673.46,no,161.78,10.82,no
yes,37.93,1258.0,A,B,4299.0,no,15688.24,yes,108.4,11.47,no
yes,27.16,1229.0,C,B,7299.0,no,15248.73,yes,135.36,10.82,no
yes,21.55,1080.0,K,A,6887.0,no,14490.81,yes,201.17,10.83,no
yes,23.86,1102.0,J,B,9246.0,no,14925.43,yes,232.95,10.82,no
yes,46.32,1065.0,D,B,10900.0,no,11239.56,yes,158.94,10.82,no
no,12.85,1074.0,D,B,8697.0,yes,22462.82,yes,165.62,10.83,no
yes,54.42,1160.0,D,B,7630.0,no,13357.45,yes,239.63,10.82,no
yes,48.0,1355.0,B,A,21031.0,yes,26356.85,yes,220.91,10.83,no
no,27.79,1170.0,L,D,5379.0,no,12558.16,yes,184.82,10.92,no
yes,43.26,1114.0,D,B,5430.0,yes,19713.83,no,203.28,11.47,no
yes,29.11,1493.0,K,E,5517.0,no,12562.28,yes,179.76,10.82,no
no,39.48,1170.0,K,A,7736.0,no,12094.89,yes,171.61,10.82,no
yes,21.52,1171.0,D,A,9185.0,yes,13014.55,yes,287.51,10.84,no
yes,51.05,1278.0,D,B,7561.0,no,13803.86,no,170.28,10.83,no
yes,23.61,1073.0,G,B,6985.0,no,14059.51,yes,264.08,10.82,no
no,67.9,1204.0,G,A,14906.0,yes,19655.88,yes,145.53,10.88,no
no,53.53,1123.0,H,B,6591.0,no,16746.49,yes,208.05,10.96,no
yes,85.12,1086.0,D,B,6023.0,yes,22356.88,yes,176.42,10.82,no
yes,43.63,1981.0,B,A,8720.0,yes,16011.75,no,406.41,10.93,no
yes,35.29,1216.0,K,B,7931.0,no,16760.76,yes,179.51,10.82,no
yes,25.36,1142.0,F,B,7753.0,no,13899.77,no,150.39,10.82,no
yes,51.46,1657.0,L,D,4811.0,yes,13581.18,no,146.76,10.82,no
yes,22.19,1585.0,K,B,6233.0,no,14708.36,yes,146.61,10.91,no
no,59.25,1101.0,H,B,7567.0,no,15678.23,yes,219.83,10.94,no
no,19.19,1154.0,K,B,6987.0,no,10828.53,yes,166.84,10.82,no
yes,61.76,1544.0,E,C,7276.0,yes,37288.43,no,170.48,10.98,no
yes,23.66,1432.0,D,B,9712.0,no,14788.51,no,140.27,10.82,no
yes,49.19,1087.0,J,B,19345.0,no,16188.57,no,273.71,10.82,no
yes,34.37,1076.0,J,B,8704.0,no,13802.75,yes,153.14,10.83,no
no,25.76,1157.0,D,B,9558.0,yes,15526.93,yes,195.08,11.31,no
no,26.33,1179.0,D,B,5541.0,no,16930.13,no,157.66,10.82,no
no,66.48,1382.0,G,A,10125.0,yes,16119.81,yes,153.34,10.88,no
yes,14.22,1169.0,G,B,7306.0,no,15945.55,yes,176.52,10.87,no
no,22.04,1073.0,B,B,8413.0,no,15935.13,no,182.26,10.82,no
yes,26.04,1113.0,J,B,6916.0,yes,21126.29,no,218.51,13.25,no
yes,17.13,1399.0,M,B,7768.0,no,16428.6,no,158.35,11.07,no
yes,60.19,1272.0,K,E,8383.0,no,14699.06,no,151.86,10.83,no
yes,18.51,1103.0,L,D,4486.0,yes,15869.39,no,259.96,11.77,no
yes,17.54,1116.0,H,B,7411.0,no,15000.82,no,220.62,11.7,no
yes,33.79,1132.0,D,B,7682.0,no,15373.1,no,217.53,10.82,no
yes,30.31,1117.0,G,A,5697.0,no,14414.16,yes,159.72,10.82,no
no,15.72,1381.0,D,B,5658.0,no,14117.46,no,107.57,11.3,no
yes,32.8,1144.0,F,B,10734.0,no,15806.94,no,192.04,10.82,no
no,26.04,1175.0,L,D,7756.0,yes,17644.14,no,151.57,11.16,no
no,27.74,1063.0,B,B,8627.0,no,15675.4,no,178.78,10.82,no
yes,36.94,1189.0,L,D,7097.0,yes,20895.16,no,181.33,11.01,no
yes,11.04,1109.0,D,B,9099.0,no,14455.71,no,164.93,11.63,no
no,29.44,1139.0,G,B,8882.0,no,15034.94,yes,229.71,10.82,no
yes,21.85,1075.0,N,F,5900.0,no,16759.97,yes,161.1,10.83,no
yes,19.19,1448.0,K,B,6309.0,no,15369.83,no,107.96,10.83,no
no,21.37,1099.0,B,B,8159.0,no,14816.13,yes,163.8,11.84,no
yes,28.86,1171.0,L,D,6910.0,no,13516.79,no,108.74,11.75,no
yes,19.09,1151.0,G,B,5592.0,no,14038.27,no,177.35,10.83,no
